% time	cellId	IMSI	frame	sframe	RNTI	mcsTb1	sizeTb1	mcsTb2	sizeTb2	ccId
0.883	1	7	89	4	52	28	549	0	0	0
0.883	1	7	89	4	52	28	549	0	0	1
0.884	1	3	89	5	10	28	549	0	0	0
0.884	1	3	89	5	10	28	549	0	0	1
0.885	1	13	89	6	87	28	549	0	0	0
0.885	1	13	89	6	87	28	549	0	0	1
0.886	1	12	89	7	59	28	549	0	0	0
0.886	1	12	89	7	59	28	549	0	0	1
0.887	1	6	89	8	20	28	549	0	0	0
0.887	1	6	89	8	20	28	549	0	0	1
0.888	1	2	89	9	90	28	549	0	0	0
0.888	1	2	89	9	90	28	549	0	0	1
0.889	1	15	89	10	92	28	549	0	0	0
0.889	1	15	89	10	92	28	549	0	0	1
0.89	1	9	90	1	65	28	549	0	0	0
0.89	1	9	90	1	65	28	549	0	0	1
0.891	1	10	90	2	31	28	549	0	0	0
0.891	1	10	90	2	31	28	549	0	0	1
0.892	1	14	90	3	72	28	549	0	0	0
0.892	1	14	90	3	72	28	549	0	0	1
0.893	1	1	90	4	39	28	549	0	0	0
0.893	1	1	90	4	39	28	549	0	0	1
0.894	1	5	90	5	78	28	549	0	0	0
0.894	1	5	90	5	78	28	549	0	0	1
0.895	1	4	90	6	44	28	549	0	0	0
0.895	1	4	90	6	44	28	549	0	0	1
0.896	1	11	90	7	1	28	549	0	0	0
0.896	1	11	90	7	1	28	549	0	0	1
0.897	1	8	90	8	83	28	549	0	0	0
0.897	1	8	90	8	83	28	549	0	0	1
0.898	1	7	90	9	52	28	549	0	0	0
0.898	1	7	90	9	52	28	549	0	0	1
0.899	1	3	90	10	10	28	549	0	0	0
0.899	1	3	90	10	10	28	549	0	0	1
