% time	cellId	IMSI	RNTI	layer	mcs	size	rv	ndi	ccId
379	2	6	20	0	28	549	0	1	1
380	1	2	90	0	28	549	0	1	0
380	2	2	90	0	28	549	0	1	1
381	1	15	92	0	28	549	0	1	0
381	2	15	92	0	28	549	0	1	1
382	1	9	65	0	28	549	0	1	0
382	2	9	65	0	28	549	0	1	1
383	1	10	31	0	28	549	0	1	0
383	2	10	31	0	28	549	0	1	1
384	1	14	72	0	28	549	0	1	0
384	2	14	72	0	28	549	0	1	1
385	1	1	39	0	28	549	0	1	0
385	2	1	39	0	28	549	0	1	1
386	1	5	78	0	28	549	0	1	0
386	2	5	78	0	28	549	0	1	1
387	1	4	44	0	28	549	0	1	0
387	2	4	44	0	28	549	0	1	1
388	1	11	1	0	28	549	0	1	0
388	2	11	1	0	28	549	0	1	1
389	1	8	83	0	28	549	0	1	0
389	2	8	83	0	28	549	0	1	1
390	1	7	52	0	28	549	0	1	0
390	2	7	52	0	28	549	0	1	1
391	1	3	10	0	28	549	0	1	0
391	2	3	10	0	28	549	0	1	1
392	1	13	87	0	28	549	0	1	0
392	2	13	87	0	28	549	0	1	1
393	1	12	59	0	28	549	0	1	0
393	2	12	59	0	28	549	0	1	1
394	1	6	20	0	28	549	0	1	0
394	2	6	20	0	28	549	0	1	1
395	1	2	90	0	28	549	0	1	0
395	2	2	90	0	28	549	0	1	1
396	1	15	92	0	28	549	0	1	0
396	2	15	92	0	28	549	0	1	1
397	1	9	65	0	28	549	0	1	0
397	2	9	65	0	28	549	0	1	1
398	1	10	31	0	28	549	0	1	0
398	2	10	31	0	28	549	0	1	1
399	1	14	72	0	28	549	0	1	0
399	2	14	72	0	28	549	0	1	1
400	1	1	39	0	28	549	0	1	0
400	2	1	39	0	28	549	0	1	1
401	1	5	78	0	28	549	0	1	0
401	2	5	78	0	28	549	0	1	1
402	1	4	44	0	28	549	0	1	0
402	2	4	44	0	28	549	0	1	1
403	1	11	1	0	28	549	0	1	0
403	2	11	1	0	28	549	0	1	1
404	1	8	83	0	28	549	0	1	0
404	2	8	83	0	28	549	0	1	1
405	1	7	52	0	28	549	0	1	0
405	2	7	52	0	28	549	0	1	1
406	1	3	10	0	28	549	0	1	0
406	2	3	10	0	28	549	0	1	1
407	1	13	87	0	28	549	0	1	0
407	2	13	87	0	28	549	0	1	1
408	1	12	59	0	28	549	0	1	0
408	2	12	59	0	28	549	0	1	1
409	1	6	20	0	28	549	0	1	0
409	2	6	20	0	28	549	0	1	1
410	1	2	90	0	28	549	0	1	0
410	2	2	90	0	28	549	0	1	1
411	1	15	92	0	28	549	0	1	0
411	2	15	92	0	28	549	0	1	1
412	1	9	65	0	28	549	0	1	0
412	2	9	65	0	28	549	0	1	1
413	1	10	31	0	28	549	0	1	0
413	2	10	31	0	28	549	0	1	1
414	1	14	72	0	28	549	0	1	0
414	2	14	72	0	28	549	0	1	1
415	1	1	39	0	28	549	0	1	0
415	2	1	39	0	28	549	0	1	1
416	1	5	78	0	28	549	0	1	0
416	2	5	78	0	28	549	0	1	1
417	1	4	44	0	28	549	0	1	0
417	2	4	44	0	28	549	0	1	1
418	1	11	1	0	28	549	0	1	0
418	2	11	1	0	28	549	0	1	1
419	1	8	83	0	28	549	0	1	0
419	2	8	83	0	28	549	0	1	1
420	1	7	52	0	28	549	0	1	0
420	2	7	52	0	28	549	0	1	1
421	1	3	10	0	28	549	0	1	0
421	2	3	10	0	28	549	0	1	1
422	1	13	87	0	28	549	0	1	0
422	2	13	87	0	28	549	0	1	1
423	1	12	59	0	28	549	0	1	0
423	2	12	59	0	28	549	0	1	1
424	1	6	20	0	28	549	0	1	0
424	2	6	20	0	28	549	0	1	1
425	1	2	90	0	28	549	0	1	0
425	2	2	90	0	28	549	0	1	1
426	1	15	92	0	28	549	0	1	0
426	2	15	92	0	28	549	0	1	1
427	1	9	65	0	28	549	0	1	0
427	2	9	65	0	28	549	0	1	1
428	1	10	31	0	28	549	0	1	0
428	2	10	31	0	28	549	0	1	1
429	1	14	72	0	28	549	0	1	0
429	2	14	72	0	28	549	0	1	1
430	1	1	39	0	28	549	0	1	0
430	2	1	39	0	28	549	0	1	1
431	1	5	78	0	28	549	0	1	0
431	2	5	78	0	28	549	0	1	1
432	1	4	44	0	28	549	0	1	0
432	2	4	44	0	28	549	0	1	1
433	1	11	1	0	28	549	0	1	0
433	2	11	1	0	28	549	0	1	1
434	1	8	83	0	28	549	0	1	0
434	2	8	83	0	28	549	0	1	1
435	1	7	52	0	28	549	0	1	0
435	2	7	52	0	28	549	0	1	1
436	1	3	10	0	28	549	0	1	0
436	2	3	10	0	28	549	0	1	1
437	1	13	87	0	28	549	0	1	0
437	2	13	87	0	28	549	0	1	1
438	1	12	59	0	28	549	0	1	0
438	2	12	59	0	28	549	0	1	1
439	1	6	20	0	28	549	0	1	0
439	2	6	20	0	28	549	0	1	1
440	1	2	90	0	28	549	0	1	0
440	2	2	90	0	28	549	0	1	1
441	1	15	92	0	28	549	0	1	0
441	2	15	92	0	28	549	0	1	1
442	1	9	65	0	28	549	0	1	0
442	2	9	65	0	28	549	0	1	1
443	1	10	31	0	28	549	0	1	0
443	2	10	31	0	28	549	0	1	1
444	1	14	72	0	28	549	0	1	0
444	2	14	72	0	28	549	0	1	1
445	1	1	39	0	28	549	0	1	0
445	2	1	39	0	28	549	0	1	1
446	1	5	78	0	28	549	0	1	0
446	2	5	78	0	28	549	0	1	1
447	1	4	44	0	28	549	0	1	0
447	2	4	44	0	28	549	0	1	1
448	1	11	1	0	28	549	0	1	0
448	2	11	1	0	28	549	0	1	1
449	1	8	83	0	28	549	0	1	0
449	2	8	83	0	28	549	0	1	1
450	1	7	52	0	28	549	0	1	0
450	2	7	52	0	28	549	0	1	1
451	1	3	10	0	28	549	0	1	0
451	2	3	10	0	28	549	0	1	1
452	1	13	87	0	28	549	0	1	0
452	2	13	87	0	28	549	0	1	1
453	1	12	59	0	28	549	0	1	0
453	2	12	59	0	28	549	0	1	1
454	1	6	20	0	28	549	0	1	0
454	2	6	20	0	28	549	0	1	1
455	1	2	90	0	28	549	0	1	0
455	2	2	90	0	28	549	0	1	1
456	1	15	92	0	28	549	0	1	0
456	2	15	92	0	28	549	0	1	1
457	1	9	65	0	28	549	0	1	0
457	2	9	65	0	28	549	0	1	1
458	1	10	31	0	28	549	0	1	0
458	2	10	31	0	28	549	0	1	1
459	1	14	72	0	28	549	0	1	0
459	2	14	72	0	28	549	0	1	1
460	1	1	39	0	28	549	0	1	0
460	2	1	39	0	28	549	0	1	1
461	1	5	78	0	28	549	0	1	0
461	2	5	78	0	28	549	0	1	1
462	1	4	44	0	28	549	0	1	0
462	2	4	44	0	28	549	0	1	1
463	1	11	1	0	28	549	0	1	0
463	2	11	1	0	28	549	0	1	1
464	1	8	83	0	28	549	0	1	0
464	2	8	83	0	28	549	0	1	1
465	1	7	52	0	28	549	0	1	0
465	2	7	52	0	28	549	0	1	1
466	1	3	10	0	28	549	0	1	0
466	2	3	10	0	28	549	0	1	1
467	1	13	87	0	28	549	0	1	0
467	2	13	87	0	28	549	0	1	1
468	1	12	59	0	28	549	0	1	0
468	2	12	59	0	28	549	0	1	1
469	1	6	20	0	28	549	0	1	0
469	2	6	20	0	28	549	0	1	1
470	1	2	90	0	28	549	0	1	0
470	2	2	90	0	28	549	0	1	1
471	1	15	92	0	28	549	0	1	0
471	2	15	92	0	28	549	0	1	1
472	1	9	65	0	28	549	0	1	0
472	2	9	65	0	28	549	0	1	1
473	1	10	31	0	28	549	0	1	0
473	2	10	31	0	28	549	0	1	1
474	1	14	72	0	28	549	0	1	0
474	2	14	72	0	28	549	0	1	1
475	1	1	39	0	28	549	0	1	0
475	2	1	39	0	28	549	0	1	1
476	1	5	78	0	28	549	0	1	0
476	2	5	78	0	28	549	0	1	1
477	1	4	44	0	28	549	0	1	0
477	2	4	44	0	28	549	0	1	1
478	1	11	1	0	28	549	0	1	0
478	2	11	1	0	28	549	0	1	1
479	1	8	83	0	28	549	0	1	0
479	2	8	83	0	28	549	0	1	1
480	1	7	52	0	28	549	0	1	0
480	2	7	52	0	28	549	0	1	1
481	1	3	10	0	28	549	0	1	0
481	2	3	10	0	28	549	0	1	1
482	1	13	87	0	28	549	0	1	0
482	2	13	87	0	28	549	0	1	1
483	1	12	59	0	28	549	0	1	0
483	2	12	59	0	28	549	0	1	1
484	1	6	20	0	28	549	0	1	0
484	2	6	20	0	28	549	0	1	1
485	1	2	90	0	28	549	0	1	0
485	2	2	90	0	28	549	0	1	1
486	1	15	92	0	28	549	0	1	0
486	2	15	92	0	28	549	0	1	1
487	1	9	65	0	28	549	0	1	0
487	2	9	65	0	28	549	0	1	1
488	1	10	31	0	28	549	0	1	0
488	2	10	31	0	28	549	0	1	1
489	1	14	72	0	28	549	0	1	0
489	2	14	72	0	28	549	0	1	1
490	1	1	39	0	28	549	0	1	0
490	2	1	39	0	28	549	0	1	1
491	1	5	78	0	28	549	0	1	0
491	2	5	78	0	28	549	0	1	1
492	1	4	44	0	28	549	0	1	0
492	2	4	44	0	28	549	0	1	1
493	1	11	1	0	28	549	0	1	0
493	2	11	1	0	28	549	0	1	1
494	1	8	83	0	28	549	0	1	0
494	2	8	83	0	28	549	0	1	1
495	1	7	52	0	28	549	0	1	0
495	2	7	52	0	28	549	0	1	1
496	1	3	10	0	28	549	0	1	0
496	2	3	10	0	28	549	0	1	1
497	1	13	87	0	28	549	0	1	0
497	2	13	87	0	28	549	0	1	1
498	1	12	59	0	28	549	0	1	0
498	2	12	59	0	28	549	0	1	1
499	1	6	20	0	28	549	0	1	0
499	2	6	20	0	28	549	0	1	1
500	1	2	90	0	28	549	0	1	0
500	2	2	90	0	28	549	0	1	1
501	1	15	92	0	28	549	0	1	0
501	2	15	92	0	28	549	0	1	1
502	1	9	65	0	28	549	0	1	0
502	2	9	65	0	28	549	0	1	1
503	1	10	31	0	28	549	0	1	0
503	2	10	31	0	28	549	0	1	1
504	1	14	72	0	28	549	0	1	0
504	2	14	72	0	28	549	0	1	1
505	1	1	39	0	28	549	0	1	0
505	2	1	39	0	28	549	0	1	1
506	1	5	78	0	28	549	0	1	0
506	2	5	78	0	28	549	0	1	1
507	1	4	44	0	28	549	0	1	0
507	2	4	44	0	28	549	0	1	1
508	1	11	1	0	28	549	0	1	0
508	2	11	1	0	28	549	0	1	1
509	1	8	83	0	28	549	0	1	0
509	2	8	83	0	28	549	0	1	1
510	1	7	52	0	28	549	0	1	0
510	2	7	52	0	28	549	0	1	1
511	1	3	10	0	28	549	0	1	0
511	2	3	10	0	28	549	0	1	1
512	1	13	87	0	28	549	0	1	0
512	2	13	87	0	28	549	0	1	1
513	1	12	59	0	28	549	0	1	0
513	2	12	59	0	28	549	0	1	1
514	1	6	20	0	28	549	0	1	0
514	2	6	20	0	28	549	0	1	1
515	1	2	90	0	28	549	0	1	0
515	2	2	90	0	28	549	0	1	1
516	1	15	92	0	28	549	0	1	0
516	2	15	92	0	28	549	0	1	1
517	1	9	65	0	28	549	0	1	0
517	2	9	65	0	28	549	0	1	1
518	1	10	31	0	28	549	0	1	0
518	2	10	31	0	28	549	0	1	1
519	1	14	72	0	28	549	0	1	0
519	2	14	72	0	28	549	0	1	1
520	1	1	39	0	28	549	0	1	0
520	2	1	39	0	28	549	0	1	1
521	1	5	78	0	28	549	0	1	0
521	2	5	78	0	28	549	0	1	1
522	1	4	44	0	28	549	0	1	0
522	2	4	44	0	28	549	0	1	1
523	1	11	1	0	28	549	0	1	0
523	2	11	1	0	28	549	0	1	1
524	1	8	83	0	28	549	0	1	0
524	2	8	83	0	28	549	0	1	1
525	1	7	52	0	28	549	0	1	0
525	2	7	52	0	28	549	0	1	1
526	1	3	10	0	28	549	0	1	0
526	2	3	10	0	28	549	0	1	1
527	1	13	87	0	28	549	0	1	0
527	2	13	87	0	28	549	0	1	1
528	1	12	59	0	28	549	0	1	0
528	2	12	59	0	28	549	0	1	1
529	1	6	20	0	28	549	0	1	0
529	2	6	20	0	28	549	0	1	1
530	1	2	90	0	28	549	0	1	0
530	2	2	90	0	28	549	0	1	1
531	1	15	92	0	28	549	0	1	0
531	2	15	92	0	28	549	0	1	1
532	1	9	65	0	28	549	0	1	0
532	2	9	65	0	28	549	0	1	1
533	1	10	31	0	28	549	0	1	0
533	2	10	31	0	28	549	0	1	1
534	1	14	72	0	28	549	0	1	0
534	2	14	72	0	28	549	0	1	1
535	1	1	39	0	28	549	0	1	0
535	2	1	39	0	28	549	0	1	1
536	1	5	78	0	28	549	0	1	0
536	2	5	78	0	28	549	0	1	1
537	1	4	44	0	28	549	0	1	0
537	2	4	44	0	28	549	0	1	1
538	1	11	1	0	28	549	0	1	0
538	2	11	1	0	28	549	0	1	1
539	1	8	83	0	28	549	0	1	0
539	2	8	83	0	28	549	0	1	1
540	1	7	52	0	28	549	0	1	0
540	2	7	52	0	28	549	0	1	1
541	1	3	10	0	28	549	0	1	0
541	2	3	10	0	28	549	0	1	1
542	1	13	87	0	28	549	0	1	0
542	2	13	87	0	28	549	0	1	1
543	1	12	59	0	28	549	0	1	0
543	2	12	59	0	28	549	0	1	1
544	1	6	20	0	28	549	0	1	0
544	2	6	20	0	28	549	0	1	1
545	1	2	90	0	28	549	0	1	0
545	2	2	90	0	28	549	0	1	1
546	1	15	92	0	28	549	0	1	0
546	2	15	92	0	28	549	0	1	1
547	1	9	65	0	28	549	0	1	0
547	2	9	65	0	28	549	0	1	1
548	1	10	31	0	28	549	0	1	0
548	2	10	31	0	28	549	0	1	1
549	1	14	72	0	28	549	0	1	0
549	2	14	72	0	28	549	0	1	1
550	1	1	39	0	28	549	0	1	0
550	2	1	39	0	28	549	0	1	1
551	1	5	78	0	28	549	0	1	0
551	2	5	78	0	28	549	0	1	1
552	1	4	44	0	28	549	0	1	0
552	2	4	44	0	28	549	0	1	1
553	1	11	1	0	28	549	0	1	0
553	2	11	1	0	28	549	0	1	1
554	1	8	83	0	28	549	0	1	0
554	2	8	83	0	28	549	0	1	1
555	1	7	52	0	28	549	0	1	0
555	2	7	52	0	28	549	0	1	1
556	1	3	10	0	28	549	0	1	0
556	2	3	10	0	28	549	0	1	1
557	1	13	87	0	28	549	0	1	0
557	2	13	87	0	28	549	0	1	1
558	1	12	59	0	28	549	0	1	0
558	2	12	59	0	28	549	0	1	1
559	1	6	20	0	28	549	0	1	0
