% time	cellId	IMSI	frame	sframe	RNTI	mcs	size	ccId
0.439	1	15	44	10	92	20	161	0
0.439	1	12	44	10	59	20	161	1
0.439	1	9	44	10	65	20	161	1
0.44	1	11	45	1	1	20	161	0
0.44	1	3	45	1	10	20	161	0
0.44	1	14	45	1	72	20	161	1
0.44	1	5	45	1	78	20	161	1
0.441	1	6	45	2	20	20	161	0
0.441	1	10	45	2	31	20	161	0
0.441	1	8	45	2	83	20	161	1
0.441	1	13	45	2	87	20	161	1
0.442	1	1	45	3	39	20	161	0
0.442	1	4	45	3	44	20	161	0
0.442	1	2	45	3	90	20	161	1
0.442	1	15	45	3	92	20	161	1
0.443	1	7	45	4	52	20	161	0
0.443	1	12	45	4	59	20	161	0
0.443	1	11	45	4	1	20	161	1
0.443	1	3	45	4	10	20	161	1
0.444	1	9	45	5	65	20	161	0
0.444	1	14	45	5	72	20	161	0
0.444	1	6	45	5	20	20	161	1
0.444	1	10	45	5	31	20	161	1
0.445	1	5	45	6	78	20	161	0
0.445	1	8	45	6	83	20	161	0
0.445	1	1	45	6	39	20	161	1
0.445	1	4	45	6	44	20	161	1
0.446	1	13	45	7	87	20	161	0
0.446	1	2	45	7	90	20	161	0
0.446	1	7	45	7	52	20	161	1
0.446	1	12	45	7	59	20	161	1
0.447	1	15	45	8	92	20	161	0
0.447	1	11	45	8	1	20	161	0
0.447	1	9	45	8	65	20	161	1
0.447	1	14	45	8	72	20	161	1
0.448	1	3	45	9	10	20	161	0
0.448	1	6	45	9	20	20	161	0
0.448	1	5	45	9	78	20	161	1
0.448	1	8	45	9	83	20	161	1
0.449	1	10	45	10	31	20	161	0
0.449	1	1	45	10	39	20	161	0
0.449	1	13	45	10	87	20	161	1
0.449	1	2	45	10	90	20	161	1
0.45	1	4	46	1	44	20	161	0
0.45	1	7	46	1	52	20	161	0
0.45	1	15	46	1	92	20	161	1
0.45	1	11	46	1	1	20	161	1
0.451	1	12	46	2	59	20	161	0
0.451	1	9	46	2	65	20	161	0
0.451	1	3	46	2	10	20	161	1
0.451	1	6	46	2	20	20	161	1
0.452	1	14	46	3	72	20	161	0
0.452	1	5	46	3	78	20	161	0
0.452	1	10	46	3	31	20	161	1
0.452	1	1	46	3	39	20	161	1
0.453	1	8	46	4	83	20	161	0
0.453	1	13	46	4	87	20	161	0
0.453	1	4	46	4	44	20	161	1
0.453	1	7	46	4	52	20	161	1
0.454	1	2	46	5	90	20	161	0
0.454	1	15	46	5	92	20	161	0
0.454	1	12	46	5	59	20	161	1
0.454	1	9	46	5	65	20	161	1
0.455	1	11	46	6	1	20	161	0
0.455	1	3	46	6	10	20	161	0
0.455	1	14	46	6	72	20	161	1
0.455	1	5	46	6	78	20	161	1
0.456	1	6	46	7	20	20	161	0
0.456	1	10	46	7	31	20	161	0
0.456	1	8	46	7	83	20	161	1
0.456	1	13	46	7	87	20	161	1
0.457	1	1	46	8	39	20	161	0
0.457	1	4	46	8	44	20	161	0
0.457	1	2	46	8	90	20	161	1
0.457	1	15	46	8	92	20	161	1
0.458	1	7	46	9	52	20	161	0
0.458	1	12	46	9	59	20	161	0
0.458	1	11	46	9	1	20	161	1
0.458	1	3	46	9	10	20	161	1
0.459	1	9	46	10	65	20	161	0
0.459	1	14	46	10	72	20	161	0
0.459	1	6	46	10	20	20	161	1
0.459	1	10	46	10	31	20	161	1
0.46	1	5	47	1	78	20	161	0
0.46	1	8	47	1	83	20	161	0
0.46	1	1	47	1	39	20	161	1
0.46	1	4	47	1	44	20	161	1
0.461	1	13	47	2	87	20	161	0
0.461	1	2	47	2	90	20	161	0
0.461	1	7	47	2	52	20	161	1
0.461	1	12	47	2	59	20	161	1
0.462	1	15	47	3	92	20	161	0
0.462	1	11	47	3	1	20	161	0
0.462	1	9	47	3	65	20	161	1
0.462	1	14	47	3	72	20	161	1
0.463	1	3	47	4	10	20	161	0
0.463	1	6	47	4	20	20	161	0
0.463	1	5	47	4	78	20	161	1
0.463	1	8	47	4	83	20	161	1
0.464	1	10	47	5	31	20	161	0
0.464	1	1	47	5	39	20	161	0
0.464	1	13	47	5	87	20	161	1
0.464	1	2	47	5	90	20	161	1
0.465	1	4	47	6	44	20	161	0
0.465	1	7	47	6	52	20	161	0
0.465	1	15	47	6	92	20	161	1
0.465	1	11	47	6	1	20	161	1
0.466	1	12	47	7	59	20	161	0
0.466	1	9	47	7	65	20	161	0
0.466	1	3	47	7	10	20	161	1
0.466	1	6	47	7	20	20	161	1
0.467	1	14	47	8	72	20	161	0
0.467	1	5	47	8	78	20	161	0
0.467	1	10	47	8	31	20	161	1
0.467	1	1	47	8	39	20	161	1
0.468	1	8	47	9	83	20	161	0
0.468	1	13	47	9	87	20	161	0
0.468	1	4	47	9	44	20	161	1
0.468	1	7	47	9	52	20	161	1
0.469	1	2	47	10	90	20	161	0
0.469	1	15	47	10	92	20	161	0
0.469	1	12	47	10	59	20	161	1
0.469	1	9	47	10	65	20	161	1
0.47	1	11	48	1	1	20	161	0
0.47	1	3	48	1	10	20	161	0
0.47	1	14	48	1	72	20	161	1
0.47	1	5	48	1	78	20	161	1
0.471	1	6	48	2	20	20	161	0
0.471	1	10	48	2	31	20	161	0
0.471	1	8	48	2	83	20	161	1
0.471	1	13	48	2	87	20	161	1
0.472	1	1	48	3	39	20	161	0
0.472	1	4	48	3	44	20	161	0
0.472	1	2	48	3	90	20	161	1
0.472	1	15	48	3	92	20	161	1
0.473	1	7	48	4	52	20	161	0
0.473	1	12	48	4	59	20	161	0
0.473	1	11	48	4	1	20	161	1
0.473	1	3	48	4	10	20	161	1
0.474	1	9	48	5	65	20	161	0
0.474	1	14	48	5	72	20	161	0
0.474	1	6	48	5	20	20	161	1
0.474	1	10	48	5	31	20	161	1
0.475	1	5	48	6	78	20	161	0
0.475	1	8	48	6	83	20	161	0
0.475	1	1	48	6	39	20	161	1
0.475	1	4	48	6	44	20	161	1
0.476	1	13	48	7	87	20	161	0
0.476	1	2	48	7	90	20	161	0
0.476	1	7	48	7	52	20	161	1
0.476	1	12	48	7	59	20	161	1
0.477	1	15	48	8	92	20	161	0
0.477	1	11	48	8	1	20	161	0
0.477	1	9	48	8	65	20	161	1
0.477	1	14	48	8	72	20	161	1
0.478	1	3	48	9	10	20	161	0
0.478	1	6	48	9	20	20	161	0
0.478	1	5	48	9	78	20	161	1
0.478	1	8	48	9	83	20	161	1
0.479	1	10	48	10	31	20	161	0
0.479	1	1	48	10	39	20	161	0
0.479	1	13	48	10	87	20	161	1
0.479	1	2	48	10	90	20	161	1
0.48	1	4	49	1	44	20	161	0
0.48	1	7	49	1	52	20	161	0
0.48	1	15	49	1	92	20	161	1
0.48	1	11	49	1	1	20	161	1
0.481	1	12	49	2	59	20	161	0
0.481	1	9	49	2	65	20	161	0
0.481	1	3	49	2	10	20	161	1
0.481	1	6	49	2	20	20	161	1
0.482	1	14	49	3	72	20	161	0
0.482	1	5	49	3	78	20	161	0
0.482	1	10	49	3	31	20	161	1
0.482	1	1	49	3	39	20	161	1
0.483	1	8	49	4	83	20	161	0
0.483	1	13	49	4	87	20	161	0
0.483	1	4	49	4	44	20	161	1
0.483	1	7	49	4	52	20	161	1
0.484	1	2	49	5	90	20	161	0
0.484	1	15	49	5	92	20	161	0
0.484	1	12	49	5	59	20	161	1
0.484	1	9	49	5	65	20	161	1
0.485	1	11	49	6	1	20	161	0
0.485	1	3	49	6	10	20	161	0
0.485	1	14	49	6	72	20	161	1
0.485	1	5	49	6	78	20	161	1
0.486	1	6	49	7	20	20	161	0
0.486	1	10	49	7	31	20	161	0
0.486	1	8	49	7	83	20	161	1
0.486	1	13	49	7	87	20	161	1
0.487	1	1	49	8	39	20	161	0
0.487	1	4	49	8	44	20	161	0
0.487	1	2	49	8	90	20	161	1
0.487	1	15	49	8	92	20	161	1
0.488	1	7	49	9	52	20	161	0
0.488	1	12	49	9	59	20	161	0
0.488	1	11	49	9	1	20	161	1
0.488	1	3	49	9	10	20	161	1
0.489	1	9	49	10	65	20	161	0
0.489	1	14	49	10	72	20	161	0
0.489	1	6	49	10	20	20	161	1
0.489	1	10	49	10	31	20	161	1
0.49	1	5	50	1	78	20	161	0
0.49	1	8	50	1	83	20	161	0
0.49	1	1	50	1	39	20	161	1
0.49	1	4	50	1	44	20	161	1
0.491	1	13	50	2	87	20	161	0
0.491	1	2	50	2	90	20	161	0
0.491	1	7	50	2	52	20	161	1
0.491	1	12	50	2	59	20	161	1
0.492	1	15	50	3	92	20	161	0
0.492	1	11	50	3	1	20	161	0
0.492	1	9	50	3	65	20	161	1
0.492	1	14	50	3	72	20	161	1
0.493	1	3	50	4	10	20	161	0
0.493	1	6	50	4	20	20	161	0
0.493	1	5	50	4	78	20	161	1
0.493	1	8	50	4	83	20	161	1
0.494	1	10	50	5	31	20	161	0
0.494	1	1	50	5	39	20	161	0
0.494	1	13	50	5	87	20	161	1
0.494	1	2	50	5	90	20	161	1
0.495	1	4	50	6	44	20	161	0
0.495	1	7	50	6	52	20	161	0
0.495	1	15	50	6	92	20	161	1
0.495	1	11	50	6	1	20	161	1
0.496	1	12	50	7	59	20	161	0
0.496	1	9	50	7	65	20	161	0
0.496	1	3	50	7	10	20	161	1
0.496	1	6	50	7	20	20	161	1
0.497	1	14	50	8	72	20	161	0
0.497	1	5	50	8	78	20	161	0
0.497	1	10	50	8	31	20	161	1
0.497	1	1	50	8	39	20	161	1
0.498	1	8	50	9	83	20	161	0
0.498	1	13	50	9	87	20	161	0
0.498	1	4	50	9	44	20	161	1
0.498	1	7	50	9	52	20	161	1
0.499	1	2	50	10	90	20	161	0
0.499	1	15	50	10	92	20	161	0
0.499	1	12	50	10	59	20	161	1
0.499	1	9	50	10	65	20	161	1
0.5	1	11	51	1	1	20	161	0
0.5	1	3	51	1	10	20	161	0
0.5	1	14	51	1	72	20	161	1
0.5	1	5	51	1	78	20	161	1
0.501	1	6	51	2	20	20	161	0
0.501	1	10	51	2	31	20	161	0
0.501	1	8	51	2	83	20	161	1
0.501	1	13	51	2	87	20	161	1
0.502	1	1	51	3	39	20	161	0
0.502	1	4	51	3	44	20	161	0
0.502	1	2	51	3	90	20	161	1
0.502	1	15	51	3	92	20	161	1
0.503	1	7	51	4	52	20	161	0
0.503	1	12	51	4	59	20	161	0
0.503	1	11	51	4	1	20	161	1
0.503	1	3	51	4	10	20	161	1
0.504	1	9	51	5	65	20	161	0
0.504	1	14	51	5	72	20	161	0
0.504	1	6	51	5	20	20	161	1
0.504	1	10	51	5	31	20	161	1
0.505	1	5	51	6	78	20	161	0
0.505	1	8	51	6	83	20	161	0
0.505	1	1	51	6	39	20	161	1
0.505	1	4	51	6	44	20	161	1
0.506	1	13	51	7	87	20	161	0
0.506	1	2	51	7	90	20	161	0
0.506	1	7	51	7	52	20	161	1
0.506	1	12	51	7	59	20	161	1
0.507	1	15	51	8	92	20	161	0
0.507	1	11	51	8	1	20	161	0
0.507	1	9	51	8	65	20	161	1
0.507	1	14	51	8	72	20	161	1
0.508	1	3	51	9	10	20	161	0
0.508	1	6	51	9	20	20	161	0
0.508	1	5	51	9	78	20	161	1
0.508	1	8	51	9	83	20	161	1
0.509	1	10	51	10	31	20	161	0
0.509	1	1	51	10	39	20	161	0
0.509	1	13	51	10	87	20	161	1
0.509	1	2	51	10	90	20	161	1
0.51	1	4	52	1	44	20	161	0
0.51	1	7	52	1	52	20	161	0
0.51	1	15	52	1	92	20	161	1
0.51	1	11	52	1	1	20	161	1
0.511	1	12	52	2	59	20	161	0
0.511	1	9	52	2	65	20	161	0
0.511	1	3	52	2	10	20	161	1
0.511	1	6	52	2	20	20	161	1
0.512	1	14	52	3	72	20	161	0
0.512	1	5	52	3	78	20	161	0
0.512	1	10	52	3	31	20	161	1
0.512	1	1	52	3	39	20	161	1
0.513	1	8	52	4	83	20	161	0
0.513	1	13	52	4	87	20	161	0
0.513	1	4	52	4	44	20	161	1
0.513	1	7	52	4	52	20	161	1
0.514	1	2	52	5	90	20	161	0
0.514	1	15	52	5	92	20	161	0
0.514	1	12	52	5	59	20	161	1
0.514	1	9	52	5	65	20	161	1
0.515	1	11	52	6	1	20	161	0
0.515	1	3	52	6	10	20	161	0
0.515	1	14	52	6	72	20	161	1
0.515	1	5	52	6	78	20	161	1
0.516	1	6	52	7	20	20	161	0
0.516	1	10	52	7	31	20	161	0
0.516	1	8	52	7	83	20	161	1
0.516	1	13	52	7	87	20	161	1
0.517	1	1	52	8	39	20	161	0
0.517	1	4	52	8	44	20	161	0
0.517	1	2	52	8	90	20	161	1
0.517	1	15	52	8	92	20	161	1
0.518	1	7	52	9	52	20	161	0
0.518	1	12	52	9	59	20	161	0
0.518	1	11	52	9	1	20	161	1
0.518	1	3	52	9	10	20	161	1
0.519	1	9	52	10	65	20	161	0
0.519	1	14	52	10	72	20	161	0
0.519	1	6	52	10	20	20	161	1
0.519	1	10	52	10	31	20	161	1
0.52	1	5	53	1	78	20	161	0
0.52	1	8	53	1	83	20	161	0
0.52	1	1	53	1	39	20	161	1
0.52	1	4	53	1	44	20	161	1
0.521	1	13	53	2	87	20	161	0
0.521	1	2	53	2	90	20	161	0
0.521	1	7	53	2	52	20	161	1
0.521	1	12	53	2	59	20	161	1
0.522	1	15	53	3	92	20	161	0
0.522	1	11	53	3	1	20	161	0
0.522	1	9	53	3	65	20	161	1
0.522	1	14	53	3	72	20	161	1
0.523	1	3	53	4	10	20	161	0
0.523	1	6	53	4	20	20	161	0
0.523	1	5	53	4	78	20	161	1
0.523	1	8	53	4	83	20	161	1
0.524	1	10	53	5	31	20	161	0
0.524	1	1	53	5	39	20	161	0
0.524	1	13	53	5	87	20	161	1
0.524	1	2	53	5	90	20	161	1
0.525	1	4	53	6	44	20	161	0
0.525	1	7	53	6	52	20	161	0
0.525	1	15	53	6	92	20	161	1
0.525	1	11	53	6	1	20	161	1
0.526	1	12	53	7	59	20	161	0
0.526	1	9	53	7	65	20	161	0
0.526	1	3	53	7	10	20	161	1
0.526	1	6	53	7	20	20	161	1
0.527	1	14	53	8	72	20	161	0
0.527	1	5	53	8	78	20	161	0
0.527	1	10	53	8	31	20	161	1
0.527	1	1	53	8	39	20	161	1
0.528	1	8	53	9	83	20	161	0
0.528	1	13	53	9	87	20	161	0
0.528	1	4	53	9	44	20	161	1
0.528	1	7	53	9	52	20	161	1
0.529	1	2	53	10	90	20	161	0
0.529	1	15	53	10	92	20	161	0
0.529	1	12	53	10	59	20	161	1
0.529	1	9	53	10	65	20	161	1
0.53	1	11	54	1	1	20	161	0
0.53	1	3	54	1	10	20	161	0
0.53	1	14	54	1	72	20	161	1
0.53	1	5	54	1	78	20	161	1
0.531	1	6	54	2	20	20	161	0
0.531	1	10	54	2	31	20	161	0
0.531	1	8	54	2	83	20	161	1
0.531	1	13	54	2	87	20	161	1
0.532	1	1	54	3	39	20	161	0
0.532	1	4	54	3	44	20	161	0
0.532	1	2	54	3	90	20	161	1
0.532	1	15	54	3	92	20	161	1
0.533	1	7	54	4	52	20	161	0
0.533	1	12	54	4	59	20	161	0
0.533	1	11	54	4	1	20	161	1
0.533	1	3	54	4	10	20	161	1
0.534	1	9	54	5	65	20	161	0
0.534	1	14	54	5	72	20	161	0
0.534	1	6	54	5	20	20	161	1
0.534	1	10	54	5	31	20	161	1
0.535	1	5	54	6	78	20	161	0
0.535	1	8	54	6	83	20	161	0
0.535	1	1	54	6	39	20	161	1
0.535	1	4	54	6	44	20	161	1
0.536	1	13	54	7	87	20	161	0
0.536	1	2	54	7	90	20	161	0
0.536	1	7	54	7	52	20	161	1
0.536	1	12	54	7	59	20	161	1
0.537	1	15	54	8	92	20	161	0
0.537	1	11	54	8	1	20	161	0
0.537	1	9	54	8	65	20	161	1
0.537	1	14	54	8	72	20	161	1
0.538	1	3	54	9	10	20	161	0
0.538	1	6	54	9	20	20	161	0
0.538	1	5	54	9	78	20	161	1
0.538	1	8	54	9	83	20	161	1
0.539	1	10	54	10	31	20	161	0
0.539	1	1	54	10	39	20	161	0
0.539	1	13	54	10	87	20	161	1
0.539	1	2	54	10	90	20	161	1
0.54	1	4	55	1	44	20	161	0
0.54	1	7	55	1	52	20	161	0
0.54	1	15	55	1	92	20	161	1
0.54	1	11	55	1	1	20	161	1
0.541	1	12	55	2	59	20	161	0
0.541	1	9	55	2	65	20	161	0
0.541	1	3	55	2	10	20	161	1
0.541	1	6	55	2	20	20	161	1
0.542	1	14	55	3	72	20	161	0
0.542	1	5	55	3	78	20	161	0
0.542	1	10	55	3	31	20	161	1
0.542	1	1	55	3	39	20	161	1
0.543	1	8	55	4	83	20	161	0
0.543	1	13	55	4	87	20	161	0
0.543	1	4	55	4	44	20	161	1
0.543	1	7	55	4	52	20	161	1
0.544	1	2	55	5	90	20	161	0
0.544	1	15	55	5	92	20	161	0
0.544	1	12	55	5	59	20	161	1
0.544	1	9	55	5	65	20	161	1
0.545	1	11	55	6	1	20	161	0
0.545	1	3	55	6	10	20	161	0
0.545	1	14	55	6	72	20	161	1
0.545	1	5	55	6	78	20	161	1
0.546	1	6	55	7	20	20	161	0
0.546	1	10	55	7	31	20	161	0
0.546	1	8	55	7	83	20	161	1
0.546	1	13	55	7	87	20	161	1
0.547	1	1	55	8	39	20	161	0
0.547	1	4	55	8	44	20	161	0
0.547	1	2	55	8	90	20	161	1
0.547	1	15	55	8	92	20	161	1
0.548	1	7	55	9	52	20	161	0
0.548	1	12	55	9	59	20	161	0
0.548	1	11	55	9	1	20	161	1
0.548	1	3	55	9	10	20	161	1
0.549	1	9	55	10	65	20	161	0
0.549	1	14	55	10	72	20	161	0
0.549	1	6	55	10	20	20	161	1
0.549	1	10	55	10	31	20	161	1
0.55	1	5	56	1	78	20	161	0
0.55	1	8	56	1	83	20	161	0
0.55	1	1	56	1	39	20	161	1
0.55	1	4	56	1	44	20	161	1
0.551	1	13	56	2	87	20	161	0
0.551	1	2	56	2	90	20	161	0
0.551	1	7	56	2	52	20	161	1
0.551	1	12	56	2	59	20	161	1
0.552	1	15	56	3	92	20	161	0
0.552	1	11	56	3	1	20	161	0
0.552	1	9	56	3	65	20	161	1
0.552	1	14	56	3	72	20	161	1
0.553	1	3	56	4	10	20	161	0
0.553	1	6	56	4	20	20	161	0
0.553	1	5	56	4	78	20	161	1
0.553	1	8	56	4	83	20	161	1
0.554	1	10	56	5	31	20	161	0
0.554	1	1	56	5	39	20	161	0
0.554	1	13	56	5	87	20	161	1
0.554	1	2	56	5	90	20	161	1
0.555	1	4	56	6	44	20	161	0
0.555	1	7	56	6	52	20	161	0
0.555	1	15	56	6	92	20	161	1
0.555	1	11	56	6	1	20	161	1
0.556	1	12	56	7	59	20	161	0
0.556	1	9	56	7	65	20	161	0
0.556	1	3	56	7	10	20	161	1
0.556	1	6	56	7	20	20	161	1
0.557	1	14	56	8	72	20	161	0
0.557	1	5	56	8	78	20	161	0
0.557	1	10	56	8	31	20	161	1
0.557	1	1	56	8	39	20	161	1
0.558	1	8	56	9	83	20	161	0
0.558	1	13	56	9	87	20	161	0
0.558	1	4	56	9	44	20	161	1
0.558	1	7	56	9	52	20	161	1
0.559	1	2	56	10	90	20	161	0
0.559	1	15	56	10	92	20	161	0
0.559	1	12	56	10	59	20	161	1
0.559	1	9	56	10	65	20	161	1
0.56	1	11	57	1	1	20	161	0
0.56	1	3	57	1	10	20	161	0
0.56	1	14	57	1	72	20	161	1
0.56	1	5	57	1	78	20	161	1
0.561	1	6	57	2	20	20	161	0
0.561	1	10	57	2	31	20	161	0
0.561	1	8	57	2	83	20	161	1
0.561	1	13	57	2	87	20	161	1
0.562	1	1	57	3	39	20	161	0
0.562	1	4	57	3	44	20	161	0
0.562	1	2	57	3	90	20	161	1
0.562	1	15	57	3	92	20	161	1
0.563	1	7	57	4	52	20	161	0
0.563	1	12	57	4	59	20	161	0
0.563	1	11	57	4	1	20	161	1
0.563	1	3	57	4	10	20	161	1
0.564	1	9	57	5	65	20	161	0
0.564	1	14	57	5	72	20	161	0
0.564	1	6	57	5	20	20	161	1
0.564	1	10	57	5	31	20	161	1
0.565	1	5	57	6	78	20	161	0
0.565	1	8	57	6	83	20	161	0
0.565	1	1	57	6	39	20	161	1
0.565	1	4	57	6	44	20	161	1
0.566	1	13	57	7	87	20	161	0
0.566	1	2	57	7	90	20	161	0
0.566	1	7	57	7	52	20	161	1
0.566	1	12	57	7	59	20	161	1
0.567	1	15	57	8	92	20	161	0
0.567	1	11	57	8	1	20	161	0
0.567	1	9	57	8	65	20	161	1
0.567	1	14	57	8	72	20	161	1
0.568	1	3	57	9	10	20	161	0
0.568	1	6	57	9	20	20	161	0
0.568	1	5	57	9	78	20	161	1
0.568	1	8	57	9	83	20	161	1
0.569	1	10	57	10	31	20	161	0
0.569	1	1	57	10	39	20	161	0
0.569	1	13	57	10	87	20	161	1
0.569	1	2	57	10	90	20	161	1
0.57	1	4	58	1	44	20	161	0
0.57	1	7	58	1	52	20	161	0
0.57	1	15	58	1	92	20	161	1
0.57	1	11	58	1	1	20	161	1
0.571	1	12	58	2	59	20	161	0
0.571	1	9	58	2	65	20	161	0
0.571	1	3	58	2	10	20	161	1
0.571	1	6	58	2	20	20	161	1
0.572	1	14	58	3	72	20	161	0
0.572	1	5	58	3	78	20	161	0
0.572	1	10	58	3	31	20	161	1
0.572	1	1	58	3	39	20	161	1
0.573	1	8	58	4	83	20	161	0
0.573	1	13	58	4	87	20	161	0
0.573	1	4	58	4	44	20	161	1
0.573	1	7	58	4	52	20	161	1
0.574	1	2	58	5	90	20	161	0
0.574	1	15	58	5	92	20	161	0
0.574	1	12	58	5	59	20	161	1
0.574	1	9	58	5	65	20	161	1
0.575	1	11	58	6	1	20	161	0
0.575	1	3	58	6	10	20	161	0
0.575	1	14	58	6	72	20	161	1
0.575	1	5	58	6	78	20	161	1
0.576	1	6	58	7	20	20	161	0
0.576	1	10	58	7	31	20	161	0
0.576	1	8	58	7	83	20	161	1
0.576	1	13	58	7	87	20	161	1
0.577	1	1	58	8	39	20	161	0
0.577	1	4	58	8	44	20	161	0
0.577	1	2	58	8	90	20	161	1
0.577	1	15	58	8	92	20	161	1
0.578	1	7	58	9	52	20	161	0
0.578	1	12	58	9	59	20	161	0
0.578	1	11	58	9	1	20	161	1
0.578	1	3	58	9	10	20	161	1
0.579	1	9	58	10	65	20	161	0
0.579	1	14	58	10	72	20	161	0
0.579	1	6	58	10	20	20	161	1
0.579	1	10	58	10	31	20	161	1
0.58	1	5	59	1	78	20	161	0
0.58	1	8	59	1	83	20	161	0
0.58	1	1	59	1	39	20	161	1
0.58	1	4	59	1	44	20	161	1
0.581	1	13	59	2	87	20	161	0
0.581	1	2	59	2	90	20	161	0
0.581	1	7	59	2	52	20	161	1
0.581	1	12	59	2	59	20	161	1
0.582	1	15	59	3	92	20	161	0
0.582	1	11	59	3	1	20	161	0
0.582	1	9	59	3	65	20	161	1
0.582	1	14	59	3	72	20	161	1
0.583	1	3	59	4	10	20	161	0
0.583	1	6	59	4	20	20	161	0
0.583	1	5	59	4	78	20	161	1
0.583	1	8	59	4	83	20	161	1
0.584	1	10	59	5	31	20	161	0
0.584	1	1	59	5	39	20	161	0
0.584	1	13	59	5	87	20	161	1
0.584	1	2	59	5	90	20	161	1
0.585	1	4	59	6	44	20	161	0
0.585	1	7	59	6	52	20	161	0
0.585	1	15	59	6	92	20	161	1
0.585	1	11	59	6	1	20	161	1
0.586	1	12	59	7	59	20	161	0
0.586	1	9	59	7	65	20	161	0
0.586	1	3	59	7	10	20	161	1
0.586	1	6	59	7	20	20	161	1
0.587	1	14	59	8	72	20	161	0
0.587	1	5	59	8	78	20	161	0
0.587	1	10	59	8	31	20	161	1
0.587	1	1	59	8	39	20	161	1
0.588	1	8	59	9	83	20	161	0
0.588	1	13	59	9	87	20	161	0
0.588	1	4	59	9	44	20	161	1
0.588	1	7	59	9	52	20	161	1
0.589	1	2	59	10	90	20	161	0
0.589	1	15	59	10	92	20	161	0
0.589	1	12	59	10	59	20	161	1
0.589	1	9	59	10	65	20	161	1
0.59	1	11	60	1	1	20	161	0
0.59	1	3	60	1	10	20	161	0
0.59	1	14	60	1	72	20	161	1
0.59	1	5	60	1	78	20	161	1
0.591	1	6	60	2	20	20	161	0
0.591	1	10	60	2	31	20	161	0
0.591	1	8	60	2	83	20	161	1
0.591	1	13	60	2	87	20	161	1
0.592	1	1	60	3	39	20	161	0
0.592	1	4	60	3	44	20	161	0
0.592	1	2	60	3	90	20	161	1
0.592	1	15	60	3	92	20	161	1
0.593	1	7	60	4	52	20	161	0
0.593	1	12	60	4	59	20	161	0
0.593	1	11	60	4	1	20	161	1
0.593	1	3	60	4	10	20	161	1
0.594	1	9	60	5	65	20	161	0
0.594	1	14	60	5	72	20	161	0
0.594	1	6	60	5	20	20	161	1
0.594	1	10	60	5	31	20	161	1
0.595	1	5	60	6	78	20	161	0
0.595	1	8	60	6	83	20	161	0
0.595	1	1	60	6	39	20	161	1
0.595	1	4	60	6	44	20	161	1
0.596	1	13	60	7	87	20	161	0
0.596	1	2	60	7	90	20	161	0
0.596	1	7	60	7	52	20	161	1
0.596	1	12	60	7	59	20	161	1
0.597	1	15	60	8	92	20	161	0
0.597	1	11	60	8	1	20	161	0
0.597	1	9	60	8	65	20	161	1
0.597	1	14	60	8	72	20	161	1
0.598	1	3	60	9	10	20	161	0
0.598	1	6	60	9	20	20	161	0
0.598	1	5	60	9	78	20	161	1
0.598	1	8	60	9	83	20	161	1
0.599	1	10	60	10	31	20	161	0
0.599	1	1	60	10	39	20	161	0
0.599	1	13	60	10	87	20	161	1
0.599	1	2	60	10	90	20	161	1
0.6	1	4	61	1	44	20	161	0
0.6	1	7	61	1	52	20	161	0
0.6	1	15	61	1	92	20	161	1
0.6	1	11	61	1	1	20	161	1
0.601	1	12	61	2	59	20	161	0
0.601	1	9	61	2	65	20	161	0
0.601	1	3	61	2	10	20	161	1
0.601	1	6	61	2	20	20	161	1
0.602	1	14	61	3	72	20	161	0
0.602	1	5	61	3	78	20	161	0
0.602	1	10	61	3	31	20	161	1
0.602	1	1	61	3	39	20	161	1
0.603	1	8	61	4	83	20	161	0
0.603	1	13	61	4	87	20	161	0
0.603	1	4	61	4	44	20	161	1
0.603	1	7	61	4	52	20	161	1
0.604	1	2	61	5	90	20	161	0
0.604	1	15	61	5	92	20	161	0
0.604	1	12	61	5	59	20	161	1
0.604	1	9	61	5	65	20	161	1
0.605	1	11	61	6	1	20	161	0
0.605	1	3	61	6	10	20	161	0
0.605	1	14	61	6	72	20	161	1
0.605	1	5	61	6	78	20	161	1
0.606	1	6	61	7	20	20	161	0
0.606	1	10	61	7	31	20	161	0
0.606	1	8	61	7	83	20	161	1
0.606	1	13	61	7	87	20	161	1
0.607	1	1	61	8	39	20	161	0
0.607	1	4	61	8	44	20	161	0
0.607	1	2	61	8	90	20	161	1
0.607	1	15	61	8	92	20	161	1
0.608	1	7	61	9	52	20	161	0
0.608	1	12	61	9	59	20	161	0
0.608	1	11	61	9	1	20	161	1
0.608	1	3	61	9	10	20	161	1
0.609	1	9	61	10	65	20	161	0
0.609	1	14	61	10	72	20	161	0
0.609	1	6	61	10	20	20	161	1
0.609	1	10	61	10	31	20	161	1
0.61	1	5	62	1	78	20	161	0
0.61	1	8	62	1	83	20	161	0
0.61	1	1	62	1	39	20	161	1
0.61	1	4	62	1	44	20	161	1
0.611	1	13	62	2	87	20	161	0
0.611	1	2	62	2	90	20	161	0
0.611	1	7	62	2	52	20	161	1
0.611	1	12	62	2	59	20	161	1
0.612	1	15	62	3	92	20	161	0
0.612	1	11	62	3	1	20	161	0
0.612	1	9	62	3	65	20	161	1
0.612	1	14	62	3	72	20	161	1
0.613	1	3	62	4	10	20	161	0
0.613	1	6	62	4	20	20	161	0
0.613	1	5	62	4	78	20	161	1
